caseId,nytSalience,cqSalience
1959-055,0,0
1959-056,0,0
1959-057,0,0
1959-058,0,0
1959-059,0,0
1959-060,0,0
1959-061,0,0
1959-062,0,0
1959-063,0,0
1959-064,0,0
1959-065,0,0
1959-066,0,0
1959-067,0,0
1959-068,0,0
1959-069,0,0
1959-070,0,0
1959-071,0,0
1959-072,0,0
1959-073,0,0
1959-074,0,0
1959-075,0,0
1959-076,0,0
1959-077,0,0
1959-078,0,0
1959-079,0,0
1959-080,0,0
1959-081,0,0
1959-082,0,0
1959-083,0,0
1959-084,0,0
1959-085,0,0
1959-086,1,0
1959-088,0,0
1959-089,1,0
1959-090,0,0
1959-091,0,0
1959-092,0,0
1959-093,0,0
1959-094,0,0
1959-095,0,0
1959-096,0,0
1959-097,0,0
1959-098,0,0
1959-099,1,0
1959-101,1,0
1959-102,0,0
1959-103,0,0
1959-104,0,0
1959-105,1,0
1959-106,0,0
1959-107,0,0
1959-108,0,0
1959-109,0,0
1959-110,0,0
1959-111,0,0
1959-112,0,0
1959-113,0,0
1959-114,0,0
1959-115,0,0
1959-116,0,0
1959-117,0,0
1959-118,0,0
1959-119,0,0
1959-120,0,0
1959-121,0,0
1959-122,0,0
1959-123,0,0
1959-124,0,0
1959-125,0,0
1959-126,0,0
1959-127,0,0
1959-128,0,0
1959-129,0,0
1959-130,0,0
1959-131,0,0
1959-132,1,1
1959-133,1,0
1959-134,0,0
1959-135,0,0
1959-136,0,0
1959-137,0,0
1959-138,0,0
1960-001,0,0
1960-002,0,0
1960-003,0,0
1960-004,0,0
1960-005,1,1
1960-006,0,0
1960-007,0,0
1960-008,0,0
1960-009,0,0
1960-010,0,0
1960-011,0,0
1960-012,0,0
1960-013,0,0
1960-014,0,0
1960-015,0,0
1960-016,1,0
1960-017,0,0
1960-018,0,0
1960-019,0,0
1960-020,0,0
1960-021,0,0
1960-022,0,0
1960-023,1,0
1960-024,0,0
1960-025,0,0
1960-026,0,0
1960-027,0,0
1960-028,0,0
1960-029,0,0
1960-030,0,0
1960-031,0,0
1960-032,0,0
1960-033,1,0
1960-034,0,0
1960-035,0,0
1960-036,0,0
1960-037,0,0
1960-038,0,0
1960-039,0,0
1960-040,0,0
1960-041,1,0
1960-042,0,0
1960-043,0,0
1960-044,0,0
1960-045,0,0
1960-046,0,0
1960-047,0,0
1960-048,0,0
1960-049,0,0
1960-050,0,0
1960-051,1,0
1960-052,1,0
1960-053,0,0
1960-054,1,0
1960-055,0,0
1960-056,1,0
1960-057,0,0
1960-058,0,0
1960-059,0,0
1960-060,0,0
1960-061,0,0
1960-062,0,0
1960-063,0,0
1960-064,0,0
1960-065,0,0
1960-066,0,0
1960-067,1,0
1960-068,1,0
1960-069,1,0
1960-070,1,0
1960-071,0,0
1960-072,1,0
1960-073,0,0
1960-074,0,0
1960-075,0,0
1960-076,0,0
1960-077,0,0
1960-078,1,0
1960-079,0,0
1960-080,0,0
1960-081,0,0
1960-082,0,0
1960-083,0,0
1960-084,0,0
1960-085,0,0
1960-086,0,0
1960-087,0,0
1960-088,0,0
1960-089,0,0
1960-090,1,0
1960-091,0,0
1960-092,0,0
1960-093,0,0
1960-094,0,0
1960-095,0,0
1960-096,0,0
1960-097,1,0
1960-098,0,0
1960-099,0,0
1960-100,0,0
1960-101,0,0
1960-102,1,0
1960-103,1,0
1960-104,1,0
1960-105,1,0
1960-106,0,0
1960-107,0,0
1960-108,0,0
1960-109,0,0
1960-110,0,0
1960-111,1,1
1960-112,0,0
1960-113,0,0
1960-114,0,0
1960-115,1,1
1960-116,1,1
1960-117,0,0
1960-118,0,0
1960-119,0,0
1960-120,0,0
1960-121,0,0
1960-122,0,0
1960-123,0,0
1960-124,0,0
1960-125,1,0
1960-126,0,0
1960-127,0,0
1960-128,0,0
1960-129,1,0
1960-130,1,0
1960-131,0,0
1960-132,0,0
1960-133,1,1
1960-134,0,0
1960-135,0,0
1960-136,1,0
1960-137,1,0
1960-138,0,0
1960-139,0,0
1961-001,0,0
1961-002,0,0
1961-003,0,0
1961-004,0,0
1961-005,1,1
1961-006,0,0
1961-007,0,0
1961-008,0,0
1961-009,0,0
1961-010,1,0
1961-011,0,0
1961-012,0,0
1961-013,0,0
1961-014,0,0
1961-015,0,0
1961-016,0,0
1961-017,0,0
1961-018,0,0
1961-019,0,0
1961-020,0,0
1961-021,0,0
1961-022,0,0
1961-023,0,0
1961-024,0,0
1961-025,0,0
1961-026,0,0
1961-027,0,0
1961-028,0,0
1961-029,0,0
1961-030,0,0
1961-031,0,0
1961-032,0,0
1961-033,0,0
1961-034,0,0
1961-036,0,0
1961-037,0,0
1961-038,0,0
1961-039,0,0
1961-040,0,0
1961-041,0,0
1961-042,0,0
1961-043,1,0
1961-044,1,0
1961-045,0,0
1961-046,0,0
1961-047,0,0
1961-048,1,0
1961-049,0,0
1961-050,0,0
1961-051,1,1
1961-052,1,0
1961-053,0,0
1961-054,0,0
1961-055,0,0
1961-056,0,0
1961-057,0,0
1961-058,0,0
1961-059,0,0
1961-060,0,0
1961-061,1,0
1961-062,0,0
1961-063,0,0
1961-064,0,0
1961-065,1,0
1961-066,0,0
1961-067,1,0
1961-068,0,0
1961-069,0,0
1961-070,0,0
1961-071,0,0
1961-072,0,0
1961-073,0,0
1961-074,0,0
1961-075,0,0
1961-076,0,0
1961-077,1,0
1961-078,0,0
1961-079,0,0
1961-080,0,0
1961-081,0,0
1961-082,0,0
1961-083,0,0
1961-084,0,0
1961-085,0,0
1961-086,0,0
1961-087,0,0
1961-088,0,0
1961-089,0,0
1961-090,0,0
1961-091,0,0
1961-092,0,0
1961-093,0,0
1961-094,0,0
1961-095,0,0
1961-096,0,0
1961-097,1,0
1961-098,1,0
1961-099,0,0
1961-100,0,0
1961-101,0,0
1961-102,1,0
1961-103,0,0
1961-104,1,0
1961-105,1,1
1961-106,0,0
1961-107,0,0
1961-108,0,0
1961-109,0,0
1961-110,0,0
1961-111,0,0
1961-112,0,0
1961-113,1,1
1961-114,0,0
1961-115,0,0
1961-116,0,0
1961-117,0,0
1961-118,0,0
1961-119,0,0
1962-001,0,0
1962-002,0,0
1962-003,0,0
1962-004,0,0
1962-005,1,0
1962-006,0,0
1962-007,0,0
1962-008,0,0
1962-009,0,0
1962-010,0,0
1962-011,0,0
1962-012,0,0
1962-013,0,0
1962-014,0,0
1962-015,0,0
1962-016,0,0
1962-017,0,0
1962-018,0,0
1962-019,0,0
1962-020,0,0
1962-021,0,0
1962-022,0,0
1962-023,0,0
1962-024,0,0
1962-025,0,0
1962-026,0,0
1962-027,0,0
1962-028,0,0
1962-029,0,0
1962-030,0,0
1962-031,0,0
1962-032,1,1
1962-033,0,0
1962-034,0,0
1962-035,0,0
1962-036,0,0
1962-037,0,0
1962-038,0,0
1962-039,0,0
1962-040,1,0
1962-041,0,0
1962-042,0,0
1962-043,0,0
1962-044,0,0
1962-045,0,0
1962-046,0,0
1962-047,0,0
1962-048,0,0
1962-049,1,0
1962-050,0,0
1962-051,0,0
1962-052,1,1
1962-053,0,0
1962-054,0,0
1962-055,0,0
1962-056,0,0
1962-057,0,0
1962-058,1,1
1962-059,0,0
1962-060,1,1
1962-061,0,1
1962-062,0,0
1962-063,0,0
1962-064,0,0
1962-065,0,0
1962-066,1,0
1962-067,0,0
1962-068,0,0
1962-069,0,0
1962-070,0,0
1962-071,0,0
1962-072,1,0
1962-073,0,0
1962-074,0,0
1962-075,0,0
1962-076,0,0
1962-077,0,0
1962-078,0,0
1962-079,1,0
1962-080,0,0
1962-081,0,0
1962-082,0,0
1962-083,0,0
1962-084,0,0
1962-085,0,0
1962-086,0,0
1962-087,0,0
1962-088,0,0
1962-089,0,0
1962-090,0,0
1962-091,0,0
1962-092,0,0
1962-093,0,0
1962-094,0,0
1962-095,0,0
1962-096,0,0
1962-097,0,0
1962-098,0,0
1962-099,0,0
1962-100,0,0
1962-101,0,0
1962-102,0,0
1962-103,0,0
1962-104,0,0
1962-105,1,0
1962-106,0,0
1962-107,1,0
1962-108,0,0
1962-109,0,0
1962-110,0,0
1962-111,1,0
1962-112,0,0
1962-113,0,0
1962-114,1,0
1962-115,1,0
1962-116,1,0
1962-117,0,0
1962-118,0,0
1962-119,0,0
1962-120,0,0
1962-121,1,0
1962-122,0,0
1962-123,0,0
1962-124,0,0
1962-125,1,0
1962-126,0,0
1962-127,1,0
1962-128,0,0
1962-129,0,0
1962-130,1,0
1962-131,1,0
1962-132,1,0
1962-133,0,0
1962-134,0,0
1962-135,1,0
1962-136,1,0
1962-137,0,0
1962-138,0,0
1962-139,1,1
1962-141,0,0
1962-142,0,0
1962-143,0,0
1962-144,0,0
1962-145,0,0
1962-146,0,0
1962-147,0,0
1962-148,1,1
1962-149,0,0
1962-150,1,0
1962-151,0,0
1962-152,0,0
1962-153,0,0
1962-154,0,0
1962-155,0,0
1962-156,0,0
1962-157,0,0
1962-158,0,0
1963-001,0,0
1963-002,0,0
1963-003,0,0
1963-004,0,0
1963-005,0,0
1963-006,0,0
1963-007,0,0
1963-008,0,0
1963-009,0,0
1963-010,0,0
1963-011,0,0
1963-012,0,0
1963-013,0,0
1963-014,0,0
1963-015,0,0
1963-016,0,0
1963-017,0,0
1963-018,0,0
1963-019,0,0
1963-020,1,0
1963-021,0,0
1963-022,0,0
1963-023,0,0
1963-024,0,0
1963-025,0,0
1963-026,0,0
1963-027,0,0
1963-028,0,0
1963-029,0,0
1963-030,0,0
1963-031,0,0
1963-032,0,0
1963-033,0,0
1963-034,0,0
1963-035,0,0
1963-036,0,0
1963-037,0,0
1963-038,0,0
1963-039,0,0
1963-040,0,0
1963-041,0,0
1963-042,0,0
1963-043,1,0
1963-044,0,0
1963-045,0,0
1963-046,0,0
1963-047,1,1
1963-048,1,0
1963-049,0,0
1963-050,0,0
1963-051,0,0
1963-052,1,0
1963-053,0,0
1963-054,0,0
1963-055,0,0
1963-056,0,0
1963-057,0,0
1963-058,0,0
1963-059,0,0
1963-060,0,0
1963-061,0,0
1963-062,0,0
1963-063,1,0
1963-064,1,0
1963-065,0,0
1963-066,0,0
1963-067,1,1
1963-068,0,0
1963-069,0,0
1963-070,0,0
1963-071,0,0
1963-072,0,0
1963-073,0,0
1963-074,0,0
1963-075,0,0
1963-076,0,0
1963-077,0,0
1963-078,0,0
1963-079,0,0
1963-080,0,0
1963-081,1,0
1963-082,0,0
1963-083,0,0
1963-084,0,0
1963-085,0,0
1963-086,0,0
1963-087,0,0
1963-088,0,0
1963-089,0,0
1963-090,0,0
1963-091,0,0
1963-092,0,0
1963-093,0,0
1963-094,1,0
1963-095,1,0
1963-096,1,0
1963-097,0,0
1963-098,0,0
1963-099,0,0
1963-100,0,0
1963-101,0,0
1963-102,0,0
1963-103,0,0
1963-104,0,0
1963-105,0,0
1963-106,0,0
1963-107,0,0
1963-108,0,0
1963-109,0,0
1963-110,0,0
1963-111,0,0
1963-112,0,0
1963-113,1,0
1963-114,0,0
1963-115,0,0
1963-116,0,0
1963-117,1,1
1963-118,0,0
1963-119,0,0
1963-120,0,0
1963-121,0,0
1963-122,0,0
1963-123,0,0
1963-124,1,0
1963-125,0,0
1963-126,1,0
1963-127,1,0
1963-128,0,0
1963-129,0,0
1963-130,0,0
1963-131,0,0
1963-132,0,0
1963-133,0,0
1963-134,0,0
1963-135,0,0
1963-136,0,0
1963-137,0,0
1963-138,0,0
1963-139,0,0
1963-140,1,1
1963-141,1,0
1963-142,1,0
1963-143,1,0
1963-144,1,0
1963-145,1,0
1963-146,1,1
1963-147,1,1
1963-148,0,0
1963-149,0,0
1963-150,0,0
1963-151,0,0
1963-152,0,0
1963-153,0,0
1963-154,0,0
1963-155,0,0
1963-156,0,0
1963-158,0,0
1963-159,0,0
1963-160,1,0
1963-161,1,0
1963-162,0,0
1963-163,0,0
1963-164,1,1
1963-165,1,1
1963-166,0,0
1963-167,0,0
1963-168,0,0
1963-169,0,0
1963-170,0,0
1963-171,0,0
1963-172,0,0
1963-173,0,0
1963-174,0,0
1963-175,0,0
1963-176,0,0
1963-177,0,0
1963-178,0,0
1963-179,0,0
1963-180,0,0
1963-181,0,0
1963-182,0,0
1963-183,0,0
1963-184,0,0
1964-001,0,0
1964-002,0,0
1964-003,0,0
1964-004,0,0
1964-005,0,0
1964-006,0,0
1964-007,0,0
1964-008,0,0
1964-009,0,0
1964-010,0,0
1964-011,0,0
1964-012,0,0
1964-013,0,0
1964-014,1,0
1964-015,0,0
1964-016,0,0
1964-017,1,1
1964-018,1,0
1964-019,1,0
1964-020,0,0
1964-021,0,0
1964-022,0,0
1964-023,0,0
1964-024,0,0
1964-025,0,0
1964-026,0,0
1964-027,0,0
1964-028,0,0
1964-029,0,0
1964-030,0,0
1964-031,0,0
1964-032,0,0
1964-033,0,0
1964-034,0,0
1964-035,0,0
1964-036,0,0
1964-037,0,0
1964-038,0,0
1964-039,0,0
1964-040,0,0
1964-041,0,0
1964-042,0,0
1964-043,0,0
1964-044,0,0
1964-045,0,0
1964-046,0,0
1964-047,0,0
1964-048,0,0
1964-049,0,0
1964-050,0,0
1964-051,0,0
1964-052,1,0
1964-053,1,0
1964-054,0,0
1964-055,1,0
1964-056,0,0
1964-057,0,0
1964-058,0,0
1964-059,0,0
1964-060,0,0
1964-061,0,0
1964-062,1,0
1964-063,1,0
1964-064,1,0
1964-065,0,0
1964-066,0,0
1964-067,0,0
1964-068,1,0
1964-069,1,1
1964-070,0,0
1964-071,0,0
1964-072,0,0
1964-073,0,0
1964-074,0,0
1964-075,0,0
1964-076,0,0
1964-077,1,1
1964-078,0,0
1964-079,0,0
1964-080,0,0
1964-081,1,1
1964-082,0,0
1964-083,0,0
1964-084,1,0
1964-085,0,0
1964-086,0,1
1964-087,0,0
1964-088,0,0
1964-089,0,0
1964-090,0,0
1964-091,0,0
1964-092,0,0
1964-093,0,0
1964-094,0,0
1964-095,0,0
1964-096,0,0
1964-097,0,0
1964-098,0,0
1964-099,0,0
1964-100,0,0
1964-101,0,0
1964-102,0,0
1964-103,0,0
1964-104,0,0
1964-105,0,0
1964-106,1,0
1964-107,0,0
1964-108,0,0
1964-109,0,0
1964-110,0,0
1964-111,1,0
1964-112,0,0
1964-113,0,0
1964-114,0,0
1964-115,0,0
1964-116,0,0
1964-117,0,0
1964-118,0,0
1964-119,0,0
1964-120,0,0
1964-121,1,1
1964-122,1,0
1964-123,1,0
1964-124,1,0
1964-125,0,0
1964-126,0,0
1964-127,0,0
1964-128,0,0
1964-129,0,0
1964-130,0,0
1964-131,0,0
1964-132,0,0
1964-133,0,0
1964-134,0,0
1965-001,0,0
1965-002,0,0
1965-003,0,0
1965-004,0,0
1965-005,0,0
1965-006,0,0
1965-007,0,0
1965-008,0,0
1965-009,0,0
1965-010,1,1
1965-011,0,0
1965-012,0,0
1965-013,0,0
1965-014,0,0
1965-015,0,0
1965-016,0,0
1965-017,0,0
1965-018,0,0
1965-019,0,0
1965-020,0,0
1965-021,0,0
1965-022,0,0
1965-023,0,0
1965-024,0,0
1965-025,0,0
1965-026,0,0
1965-027,0,0
1965-028,0,0
1965-029,0,0
1965-030,0,0
1965-031,0,0
1965-032,0,0
1965-033,0,0
1965-034,0,0
1965-035,1,0
1965-036,0,0
1965-037,0,0
1965-038,0,0
1965-039,0,0
1965-040,0,0
1965-041,0,0
1965-042,0,0
1965-043,0,0
1965-044,0,0
1965-045,0,0
1965-046,0,0
1965-047,0,0
1965-048,0,0
1965-049,0,0
1965-050,0,0
1965-051,0,0
1965-052,0,0
1965-053,0,0
1965-054,0,0
1965-055,0,0
1965-056,0,0
1965-057,0,0
1965-058,0,0
1965-059,0,0
1965-060,0,0
1965-061,0,0
1965-062,0,0
1965-063,0,0
1965-064,1,1
1965-065,0,0
1965-066,0,0
1965-067,0,0
1965-068,1,0
1965-069,1,0
1965-070,1,0
1965-071,0,0
1965-072,0,0
1965-073,0,0
1965-074,0,0
1965-075,0,0
1965-076,0,0
1965-077,0,0
1965-078,0,0
1965-079,1,1
1965-080,0,0
1965-081,0,0
1965-082,0,0
1965-083,1,0
1965-084,1,0
1965-085,0,0
1965-086,0,0
1965-087,0,0
1965-088,1,1
1965-089,0,0
1965-090,0,0
1965-091,1,0
1965-092,0,0
1965-093,0,0
1965-094,0,0
1965-095,0,0
1965-096,0,0
1965-097,1,0
1965-098,0,0
1965-099,0,0
1965-100,0,0
1965-101,0,0
1965-102,0,0
1965-103,0,0
1965-104,0,0
1965-105,0,0
1965-106,0,0
1965-107,0,0
1965-108,0,0
1965-109,0,0
1965-110,0,0
1965-111,0,0
1965-112,0,0
1965-113,0,0
1965-114,0,0
1965-115,0,0
1965-116,0,0
1965-117,1,0
1965-118,0,0
1965-119,0,0
1965-120,0,0
1965-121,0,0
1965-122,1,1
1965-123,0,0
1965-124,0,0
1965-125,0,0
1965-126,1,0
1965-127,1,0
1965-128,0,0
1965-129,0,0
1965-130,1,0
1965-131,0,0
1965-132,1,0
1965-133,0,0
1965-134,0,0
1965-135,0,0
1965-136,0,0
1965-137,0,0
1965-138,0,0
1965-139,0,0
1965-140,0,0
1965-141,0,0
1966-001,0,0
1966-002,0,0
1966-003,0,0
1966-004,0,0
1966-005,1,0
1966-006,0,0
1966-007,0,0
1966-008,0,0
1966-009,0,0
1966-010,0,0
1966-011,0,0
1966-012,1,0
1966-013,0,0
1966-014,0,0
1966-015,0,0
1966-016,0,0
1966-017,0,0
1966-018,0,0
1966-019,0,0
1966-020,0,0
1966-021,0,0
1966-022,1,0
1966-023,0,0
1966-024,0,0
1966-025,0,0
1966-026,1,0
1966-027,0,0
1966-028,0,0
1966-029,0,0
1966-030,0,0
1966-031,1,0
1966-032,0,0
1966-033,0,0
1966-034,1,0
1966-035,0,0
1966-036,1,0
1966-037,1,0
1966-038,0,0
1966-039,1,0
1966-040,0,0
1966-041,0,0
1966-042,0,0
1966-043,0,0
1966-044,1,1
1966-045,0,0
1966-046,0,0
1966-047,0,0
1966-048,0,0
1966-049,0,0
1966-050,0,0
1966-051,0,0
1966-052,0,0
1966-053,0,0
1966-054,0,0
1966-055,0,0
1966-056,1,0
1966-057,0,0
1966-058,0,0
1966-059,0,0
1966-060,0,1
1966-061,0,0
1966-062,0,0
1966-063,0,0
1966-064,0,0
1966-065,0,0
1966-066,1,0
1966-067,0,0
1966-068,0,0
1966-069,0,0
1966-070,0,0
1966-071,1,0
1966-072,0,0
1966-073,0,0
1966-074,0,0
1966-075,0,0
1966-076,0,0
1966-077,0,0
1966-078,0,0
1966-079,0,0
1966-080,1,0
1966-081,1,0
1966-082,0,0
1966-083,0,0
1966-084,0,0
1966-085,0,0
1966-086,0,0
1966-087,0,0
1966-088,0,0
1966-089,0,0
1966-090,1,0
1966-091,1,0
1966-092,0,0
1966-093,0,0
1966-094,1,1
1966-095,0,0
1966-096,0,0
1966-097,1,0
1966-098,0,0
1966-099,1,0
1966-100,0,0
1966-101,0,0
1966-102,0,0
1966-103,0,0
1966-104,0,0
1966-105,0,0
1966-106,0,0
1966-107,0,0
1966-108,1,0
1966-109,1,1
1966-110,0,0
1966-111,1,0
1966-112,0,0
1966-113,0,0
1966-114,0,0
1966-115,0,0
1966-116,1,0
1966-117,1,0
1966-118,0,0
1966-119,1,1
1966-120,0,1
1966-121,0,0
1966-122,1,0
1966-123,1,0
1966-124,1,0
1966-125,0,1
1966-126,0,0
1966-127,0,0
1966-128,1,0
1966-129,0,0
1966-130,0,0
1966-131,0,0
1966-132,0,0
1966-133,0,0
1966-134,0,0
1966-135,0,0
1966-136,0,0
1966-137,0,0
1966-138,0,0
1966-139,0,0
1966-140,0,0
1966-141,0,0
1966-142,0,0
1966-143,0,0
1966-144,0,0
1966-145,0,0
1966-146,0,0
1967-001,0,0
1967-002,0,0
1967-003,0,0
1967-004,0,0
1967-005,0,0
1967-006,0,0
1967-007,0,0
1967-008,0,0
1967-009,0,0
1967-010,0,0
1967-011,0,0
1967-012,0,0
1967-013,0,0
1967-014,0,0
1967-015,0,0
1967-016,0,0
1967-017,0,0
1967-018,0,0
1967-019,0,0
1967-020,0,0
1967-021,0,0
1967-022,0,0
1967-023,0,0
1967-024,0,0
1967-025,0,0
1967-026,0,0
1967-027,0,0
1967-028,0,0
1967-029,0,0
1967-030,1,0
1967-031,0,0
1967-032,0,0
1967-033,1,1
1967-034,0,0
1967-035,0,0
1967-036,0,0
1967-037,0,0
1967-038,0,0
1967-039,0,0
1967-040,0,0
1967-041,0,0
1967-042,0,0
1967-043,1,1
1967-044,0,0
1967-045,0,0
1967-046,0,0
1967-047,0,0
1967-048,0,0
1967-049,0,0
1967-050,0,0
1967-051,0,0
1967-052,0,0
1967-053,0,0
1967-054,1,0
1967-055,0,0
1967-056,0,0
1967-057,0,0
1967-058,0,0
1967-059,0,0
1967-060,0,0
1967-061,1,0
1967-062,0,0
1967-063,1,0
1967-064,0,0
1967-065,0,0
1967-066,0,0
1967-067,0,0
1967-068,0,0
1967-069,0,0
1967-070,0,0
1967-071,0,0
1967-072,0,0
1967-073,0,0
1967-074,0,0
1967-075,0,0
1967-076,0,0
1967-077,0,0
1967-078,0,0
1967-079,0,0
1967-080,0,0
1967-081,0,0
1967-082,0,0
1967-083,0,0
1967-084,0,0
1967-085,0,0
1967-086,0,0
1967-087,0,0
1967-088,0,0
1967-089,0,0
1967-090,0,0
1967-091,1,0
1967-092,0,0
1967-093,0,0
1967-094,0,0
1967-095,0,0
1967-096,0,0
1967-097,0,0
1967-098,0,0
1967-099,0,0
1967-100,0,0
1967-101,1,0
1967-102,0,0
1967-103,0,0
1967-104,0,0
1967-105,0,0
1967-106,1,0
1967-107,1,0
1967-108,0,0
1967-109,0,0
1967-110,0,0
1967-111,0,0
1967-112,1,0
1967-113,0,0
1967-114,0,0
1967-115,0,0
1967-116,0,0
1967-117,0,0
1967-118,0,0
1967-119,0,0
1967-120,0,0
1967-121,0,0
1967-122,1,1
1967-123,0,0
1967-124,0,0
1967-125,0,0
1967-126,0,0
1967-127,0,0
1967-128,0,0
1967-129,0,0
1967-130,0,0
1967-131,0,0
1967-132,0,0
1967-133,0,0
1967-134,0,0
1967-135,1,0
1967-136,0,0
1967-137,0,0
1967-138,0,0
1967-139,1,1
1967-140,1,0
1967-141,1,0
1967-142,0,0
1967-143,0,0
1967-144,0,0
1967-145,0,0
1967-146,0,0
1967-147,1,0
1967-148,0,0
1967-149,0,0
1967-150,0,0
1967-151,0,0
1967-152,0,0
1967-153,0,0
1967-155,0,0
1967-156,0,0
1967-157,1,1
1967-158,1,0
1967-159,1,1
1967-160,0,0
1967-161,0,0
1967-162,0,0
1967-163,0,0
1967-164,0,0
1967-165,1,0
1967-166,0,0
1967-167,1,0
1967-168,0,0
1967-169,0,0
1967-170,0,0
1967-171,0,0
1967-172,0,0
1967-173,0,0
1967-174,0,0
1967-175,0,0
1967-176,0,0
1967-177,0,0
1967-178,0,0
1967-179,0,0
1967-180,0,0
1967-181,1,1
1967-182,0,0
1967-183,1,0
1967-184,0,0
1967-185,0,0
1967-186,0,0
1967-187,0,0
1967-188,0,0
1967-189,0,0
1967-190,0,0
1967-191,0,0
1967-192,0,0
1967-193,0,0
1967-194,0,0
1967-195,0,0
1967-196,0,0
1967-197,0,0
1967-198,0,0
1968-001,0,0
1968-002,0,0
1968-003,1,0
1968-004,0,0
1968-005,0,0
1968-006,0,0
1968-007,0,0
1968-008,0,0
1968-009,0,0
1968-010,1,0
1968-011,0,0
1968-012,0,0
1968-013,0,0
1968-014,0,0
1968-015,0,0
1968-016,0,0
1968-017,1,0
1968-018,0,0
1968-019,0,0
1968-020,0,0
1968-021,0,0
1968-022,1,0
1968-023,0,0
1968-024,0,0
1968-025,0,0
1968-026,0,0
1968-027,0,0
1968-028,0,0
1968-029,0,0
1968-030,0,0
1968-031,0,0
1968-032,0,0
1968-033,0,0
1968-034,0,0
1968-035,0,0
1968-036,0,0
1968-037,0,0
1968-038,0,0
1968-039,1,0
1968-040,0,0
1968-041,0,0
1968-042,0,0
1968-043,1,1
1968-044,0,0
1968-045,0,0
1968-046,0,0
1968-047,0,0
1968-048,0,0
1968-049,0,0
1968-050,0,0
1968-051,0,0
1968-052,1,0
1968-053,0,0
1968-054,1,0
1968-055,1,0
1968-056,0,0
1968-057,0,0
1968-058,0,0
1968-059,0,0
1968-060,0,0
1968-061,0,0
1968-062,0,0
1968-063,1,0
1968-064,0,0
1968-065,0,0
1968-066,0,0
1968-067,0,0
1968-068,0,0
1968-069,0,0
1968-070,0,0
1968-071,0,0
1968-072,0,0
1968-073,0,0
1968-074,0,0
1968-075,0,0
1968-076,0,1
1968-077,1,0
1968-078,1,0
1968-079,0,0
1968-080,0,0
1968-081,1,1
1968-082,0,0
1968-083,0,0
1968-084,0,0
1968-085,0,0
1968-086,0,0
1968-087,0,0
1968-088,0,0
1968-089,0,0
1968-090,0,0
1968-091,0,0
1968-092,0,0
1968-093,0,0
1968-094,0,0
1968-095,0,0
1968-096,0,0
1968-097,0,0
1968-098,1,0
1968-099,0,0
1968-100,0,0
1968-101,0,0
1968-102,0,0
1968-103,0,0
1968-104,0,0
1968-105,0,0
1968-106,0,0
1968-107,0,0
1968-108,0,0
1968-109,0,0
1968-110,0,0
1968-111,1,0
1968-112,0,0
1968-113,0,0
1968-114,1,0
1968-115,1,1
1968-116,1,0
1968-117,0,0
1968-118,0,0
1968-119,1,0
1968-120,0,0
1968-121,1,0
1968-122,0,0
1968-123,0,0
1968-124,0,0
1968-125,0,0
1968-126,0,0
1968-127,1,1
1968-128,0,0
1968-129,1,0
1968-130,0,0
1968-131,0,0
1968-132,0,0
1968-133,0,0
1968-134,0,0
1968-135,1,0
1968-136,1,1
1968-137,1,1
1968-138,0,0
1968-139,0,0
1968-140,0,0
1969-001,0,0
1969-002,1,0
1969-003,0,0
1969-004,0,0
1969-005,0,0
1969-006,0,0
1969-007,0,0
1969-008,0,0
1969-009,0,0
1969-010,0,0
1969-011,0,0
1969-012,0,0
1969-013,0,0
1969-014,0,0
1969-015,0,0
1969-016,0,0
1969-017,0,0
1969-018,0,0
1969-019,0,0
1969-020,0,0
1969-021,0,0
1969-022,0,0
1969-023,0,0
1969-024,1,0
1969-025,0,0
1969-026,0,0
1969-027,0,0
1969-028,0,0
1969-029,0,0
1969-030,0,0
1969-031,0,0
1969-032,1,0
1969-033,1,0
1969-034,0,0
1969-035,0,0
1969-036,0,0
1969-037,0,0
1969-038,0,0
1969-039,0,0
1969-040,0,0
1969-041,0,0
1969-042,0,0
1969-043,0,0
1969-044,0,0
1969-045,1,0
1969-046,0,0
1969-047,0,0
1969-048,0,0
1969-049,0,0
1969-050,0,0
1969-051,1,0
1969-052,0,0
1969-053,0,0
1969-054,0,0
1969-055,0,0
1969-056,0,0
1969-057,0,0
1969-058,0,0
1969-059,0,0
1969-060,0,0
1969-061,0,0
1969-062,0,0
1969-063,1,0
1969-064,0,0
1969-065,0,0
1969-066,0,0
1969-067,0,0
1969-068,1,0
1969-069,0,1
1969-070,0,0
1969-071,1,0
1969-072,0,0
1969-073,1,0
1969-074,0,0
1969-075,0,0
1969-076,0,0
1969-077,0,0
1969-078,0,0
1969-079,0,0
1969-080,0,0
1969-081,0,0
1969-082,0,0
1969-083,0,0
1969-084,0,0
1969-085,0,0
1969-086,0,0
1969-087,1,0
1969-088,0,0
1969-089,0,0
1969-090,0,0
1969-091,0,0
1969-092,0,0
1969-093,0,0
1969-094,0,0
1969-095,0,0
1969-096,0,0
1969-097,1,0
1969-098,0,0
1969-099,0,0
1969-100,0,0
1969-101,0,0
1969-102,1,0
1969-103,0,0
1969-104,1,0
1969-105,0,0
1969-106,0,0
1969-107,0,0
1969-108,0,0
1969-109,0,0
1969-110,0,0
1969-111,1,0
1969-112,0,0
1969-113,0,0
1969-114,0,0
1969-115,0,0
1969-116,0,0
