caseId,nytSalience,cqSalience
1969-117,1,0
1969-118,1,0
1969-119,1,0
1969-120,1,0
1969-121,1,1
1969-122,0,0
1969-123,0,0
1969-124,0,0
1969-125,0,0
1969-126,0,0
1969-127,0,0
1969-128,0,0
1969-129,1,0
1969-130,0,0
1969-131,0,0
1969-132,0,0
1969-133,0,0
1969-134,0,0
1969-135,0,0
1969-136,0,0
1969-137,0,0
1969-138,0,0
1969-139,0,0
1969-140,0,0
1969-141,0,0
1970-001,0,0
1970-002,0,0
1970-003,0,0
1970-004,0,0
1970-005,0,0
1970-006,0,0
1970-007,0,0
1970-008,0,0
1970-009,0,0
1970-010,0,0
1970-011,0,0
1970-012,0,0
1970-013,1,0
1970-014,1,1
1970-016,0,0
1970-017,1,0
1970-018,0,0
1970-019,0,0
1970-020,0,0
1970-021,0,0
1970-022,0,0
1970-023,0,0
1970-024,0,0
1970-025,0,0
1970-026,1,0
1970-027,0,0
1970-028,0,0
1970-029,0,0
1970-030,0,0
1970-031,0,0
1970-032,1,0
1970-033,0,0
1970-034,0,0
1970-035,1,1
1970-036,1,0
1970-037,1,0
1970-038,0,0
1970-039,0,0
1970-040,0,0
1970-041,0,0
1970-042,0,0
1970-043,1,0
1970-044,1,1
1970-045,0,0
1970-046,0,0
1970-047,0,0
1970-048,0,0
1970-049,0,0
1970-050,0,0
1970-051,0,0
1970-052,0,0
1970-053,1,0
1970-054,1,0
1970-055,0,0
1970-056,1,1
1970-057,1,0
1970-058,0,0
1970-059,0,0
1970-060,0,0
1970-061,0,0
1970-062,0,0
1970-063,0,0
1970-064,0,0
1970-065,0,0
1970-066,0,0
1970-067,0,0
1970-068,0,0
1970-069,0,0
1970-070,0,0
1970-071,1,0
1970-072,0,0
1970-073,0,0
1970-074,0,0
1970-075,0,0
1970-076,0,0
1970-077,0,0
1970-078,0,0
1970-079,0,0
1970-080,0,0
1970-081,0,0
1970-082,1,1
1970-083,0,0
1970-084,0,0
1970-085,0,0
1970-086,0,0
1970-087,0,0
1970-088,1,0
1970-089,0,0
1970-090,0,0
1970-091,1,0
1970-092,0,0
1970-093,0,0
1970-094,1,0
1970-095,0,0
1970-096,0,0
1970-097,0,0
1970-098,0,0
1970-099,0,0
1970-100,0,0
1970-101,0,0
1970-102,0,0
1970-103,0,0
1970-104,0,0
1970-105,0,0
1970-106,0,0
1970-107,0,0
1970-108,0,0
1970-109,0,0
1970-110,0,0
1970-111,0,0
1970-112,0,0
1970-113,1,0
1970-114,0,0
1970-115,0,0
1970-116,0,0
1970-117,0,0
1970-118,0,0
1970-119,0,0
1970-120,0,0
1970-121,0,0
1970-122,1,0
1970-123,0,0
1970-124,0,0
1970-125,1,0
1970-126,1,0
1970-127,0,0
1970-128,0,0
1970-129,0,0
1970-130,1,0
1970-131,0,0
1970-132,0,0
1970-133,0,0
1970-134,0,1
1970-135,0,0
1970-136,0,0
1970-137,0,0
1970-138,0,0
1970-139,1,1
1970-140,0,0
1970-141,1,1
1970-142,1,0
1970-143,1,0
1970-144,0,0
1970-145,1,1
1971-001,0,0
1971-002,0,0
1971-003,0,0
1971-004,0,0
1971-005,0,0
1971-006,0,0
1971-007,0,0
1971-008,0,0
1971-009,0,0
1971-010,0,0
1971-011,0,0
1971-012,0,0
1971-013,0,0
1971-014,1,1
1971-015,0,0
1971-016,0,0
1971-017,0,0
1971-018,0,0
1971-019,0,0
1971-020,0,0
1971-021,0,0
1971-022,0,0
1971-023,0,0
1971-024,0,0
1971-025,0,0
1971-026,0,0
1971-027,0,0
1971-028,0,0
1971-029,0,0
1971-030,0,0
1971-031,0,0
1971-032,0,0
1971-033,0,0
1971-034,0,0
1971-035,0,0
1971-036,0,0
1971-037,0,0
1971-038,0,0
1971-039,1,0
1971-040,0,0
1971-041,0,0
1971-042,0,0
1971-043,0,0
1971-044,0,0
1971-045,0,0
1971-046,0,0
1971-047,0,0
1971-048,0,0
1971-049,0,0
1971-050,0,0
1971-051,0,0
1971-052,0,0
1971-053,0,0
1971-054,1,0
1971-055,0,0
1971-056,0,0
1971-057,0,0
1971-058,0,0
1971-059,0,0
1971-060,0,0
1971-061,0,0
1971-062,0,0
1971-063,0,0
1971-064,0,0
1971-065,0,0
1971-066,0,0
1971-067,0,0
1971-068,1,0
1971-069,0,0
1971-070,0,0
1971-071,0,0
1971-072,0,0
1971-073,0,0
1971-074,0,0
1971-075,1,0
1971-076,0,0
1971-077,0,0
1971-078,0,0
1971-079,0,0
1971-080,0,0
1971-081,0,0
1971-082,0,0
1971-083,0,0
1971-084,0,0
1971-085,0,0
1971-086,0,0
1971-087,1,0
1971-088,0,0
1971-089,0,0
1971-090,0,0
1971-091,0,0
1971-092,0,0
1971-093,0,0
1971-094,0,0
1971-095,0,0
1971-096,0,0
1971-097,0,0
1971-098,0,0
1971-099,0,0
1971-100,0,0
1971-101,0,0
1971-102,1,0
1971-103,0,0
1971-104,0,0
1971-105,0,0
1971-106,0,0
1971-107,0,0
1971-108,0,0
1971-109,0,0
1971-110,1,1
1971-111,1,0
1971-112,0,0
1971-113,1,1
1971-114,1,0
1971-115,0,0
1971-116,0,0
1971-117,0,0
1971-118,0,0
1971-119,0,0
1971-120,1,0
1971-121,0,0
1971-122,0,0
1971-123,0,0
1971-124,0,0
1971-125,0,0
1971-126,1,0
1971-127,0,0
1971-128,0,0
1971-129,0,0
1971-130,0,0
1971-131,0,0
1971-132,0,0
1971-133,0,0
1971-134,1,1
1971-135,0,0
1971-136,0,0
1971-137,0,0
1971-138,1,0
1971-139,1,0
1971-140,0,0
1971-141,0,0
1971-142,0,0
1971-143,0,0
1971-144,0,0
1971-145,0,0
1971-146,1,0
1971-147,1,0
1971-148,0,0
1971-149,0,0
1971-150,0,0
1971-151,0,0
1971-152,0,0
1971-153,0,0
1971-154,1,0
1971-155,0,0
1971-156,0,0
1971-157,0,0
1971-158,1,0
1971-159,1,0
1971-160,0,0
1971-161,0,0
1971-162,0,0
1971-164,0,0
1971-165,0,0
1971-166,0,0
1971-167,0,0
1971-168,0,0
1971-169,0,0
1971-170,1,1
1971-171,0,0
1971-172,1,1
1971-173,0,0
1971-174,0,0
1971-175,1,0
1971-176,1,1
1971-177,0,0
1971-178,0,0
1971-179,0,0
1971-180,0,0
1972-001,0,0
1972-002,0,0
1972-003,0,0
1972-004,0,0
1972-005,0,0
1972-006,0,0
1972-007,0,0
1972-008,0,0
1972-009,1,0
1972-010,0,0
1972-011,0,0
1972-012,0,0
1972-013,0,0
1972-014,0,0
1972-015,1,0
1972-016,0,0
1972-017,0,0
1972-018,0,0
1972-019,1,0
1972-020,0,0
1972-021,0,0
1972-022,0,0
1972-023,0,0
1972-024,0,0
1972-025,0,0
1972-026,0,0
1972-027,0,0
1972-028,0,0
1972-029,0,0
1972-030,0,0
1972-031,0,0
1972-032,0,0
1972-033,0,0
1972-034,0,0
1972-035,0,0
1972-036,0,0
1972-037,0,0
1972-038,0,0
1972-039,0,0
1972-040,0,0
1972-041,0,0
1972-042,0,0
1972-043,0,0
1972-044,0,0
1972-045,0,0
1972-046,0,0
1972-047,0,0
1972-048,1,1
1972-049,1,1
1972-050,0,0
1972-051,0,0
1972-052,0,0
1972-053,0,0
1972-054,1,1
1972-055,0,0
1972-056,0,0
1972-057,0,0
1972-058,0,0
1972-059,0,0
1972-060,0,0
1972-061,0,0
1972-062,1,0
1972-063,0,0
1972-064,0,0
1972-065,0,0
1972-066,0,0
1972-067,0,0
1972-068,0,0
1972-069,0,0
1972-070,0,0
1972-071,0,0
1972-072,0,0
1972-073,0,0
1972-074,0,0
1972-075,0,0
1972-076,0,0
1972-077,0,0
1972-078,0,0
1972-079,0,0
1972-080,1,0
1972-081,0,0
1972-082,0,0
1972-083,1,1
1972-084,0,0
1972-085,0,0
1972-086,0,0
1972-087,0,0
1972-088,0,0
1972-089,0,0
1972-090,0,0
1972-091,0,0
1972-092,0,0
1972-093,0,0
1972-094,0,0
1972-095,0,0
1972-096,1,0
1972-097,0,0
1972-098,0,0
1972-099,0,0
1972-100,0,0
1972-101,0,0
1972-102,0,0
1972-103,0,0
1972-104,0,0
1972-105,0,0
1972-106,0,0
1972-107,0,0
1972-108,0,0
1972-109,0,0
1972-110,0,0
1972-111,0,0
1972-112,0,0
1972-113,0,0
1972-114,0,0
1972-115,0,0
1972-116,0,0
1972-117,0,0
1972-118,0,0
1972-119,0,0
1972-120,0,0
1972-121,0,0
1972-122,0,0
1972-123,0,0
1972-124,0,0
1972-125,0,0
1972-126,0,0
1972-127,1,0
1972-128,1,0
1972-129,0,0
1972-130,0,0
1972-131,0,0
1972-132,0,0
1972-133,0,0
1972-134,0,0
1972-135,0,0
1972-136,0,0
1972-137,0,0
1972-138,0,0
1972-139,0,0
1972-140,0,0
1972-141,0,0
1972-142,0,0
1972-143,0,0
1972-144,0,0
1972-145,0,0
1972-146,0,0
1972-147,0,0
1972-148,0,0
1972-149,0,0
1972-150,0,0
1972-151,0,0
1972-152,0,0
1972-153,0,0
1972-154,0,0
1972-155,0,0
1972-156,0,0
1972-157,0,0
1972-158,1,1
1972-159,0,0
1972-160,0,0
1972-161,0,0
1972-162,0,0
1972-163,0,0
1972-164,0,1
1972-165,0,0
1972-166,0,0
1972-167,0,0
1972-168,0,0
1972-169,1,1
1972-170,0,0
1972-171,0,0
1972-172,1,0
1972-173,0,0
1972-174,0,0
1972-175,0,0
1972-176,0,0
1972-177,0,0
1972-178,0,0
1972-179,0,0
1972-180,0,0
1972-181,0,0
1972-182,0,0
1972-183,0,0
1972-184,1,0
1972-185,0,0
1972-186,0,0
1973-001,0,0
1973-002,0,0
1973-003,0,0
1973-004,0,0
1973-005,0,0
1973-006,0,0
1973-007,0,0
1973-008,0,0
1973-009,0,0
1973-010,0,0
1973-011,0,0
1973-012,0,0
1973-013,0,0
1973-014,0,0
1973-015,0,0
1973-016,0,0
1973-017,0,0
1973-018,0,0
1973-019,0,0
1973-020,0,0
1973-021,0,0
1973-022,0,0
1973-023,0,0
1973-024,1,0
1973-025,1,0
1973-026,0,0
1973-027,0,0
1973-028,0,0
1973-029,1,0
1973-030,0,0
1973-031,0,0
1973-032,0,0
1973-033,0,0
1973-034,0,0
1973-035,0,0
1973-036,0,0
1973-037,0,0
1973-038,0,0
1973-039,0,0
1973-040,0,0
1973-041,0,0
1973-042,0,0
1973-043,0,0
1973-044,1,0
1973-045,0,0
1973-046,0,0
1973-047,0,0
1973-048,0,0
1973-049,0,0
1973-050,0,0
1973-051,0,0
1973-052,0,0
1973-053,0,0
1973-054,0,0
1973-055,0,0
1973-056,0,0
1973-057,0,0
1973-058,0,0
1973-059,0,0
1973-060,0,0
1973-061,0,0
1973-062,0,0
1973-063,0,0
1973-064,0,0
1973-065,0,0
1973-066,0,0
1973-067,0,0
1973-068,0,0
1973-069,0,0
1973-070,0,0
1973-071,0,0
1973-072,0,0
1973-073,0,0
1973-074,0,0
1973-075,0,0
1973-076,0,0
1973-077,0,1
1973-078,0,0
1973-079,0,0
1973-080,0,0
1973-081,0,0
1973-082,0,0
1973-083,0,0
1973-084,1,0
1973-085,1,0
1973-086,0,0
1973-087,0,0
1973-088,0,0
1973-089,1,0
1973-090,0,0
1973-091,0,0
1973-092,1,0
1973-093,0,0
1973-094,0,0
1973-095,0,0
1973-096,0,0
1973-097,0,0
1973-098,0,0
1973-099,0,0
1973-100,1,0
1973-101,0,0
1973-102,0,0
1973-103,0,0
1973-104,0,0
1973-105,0,0
1973-106,0,0
1973-107,0,0
1973-108,0,0
1973-109,0,0
1973-110,0,0
1973-111,0,0
1973-112,0,0
1973-113,0,0
1973-114,0,0
1973-115,0,0
1973-116,0,0
1973-117,0,0
1973-118,0,0
1973-119,0,0
1973-120,0,0
1973-121,0,0
1973-122,1,0
1973-123,0,0
1973-124,1,0
1973-125,0,0
1973-126,0,0
1973-127,0,0
1973-128,0,0
1973-129,0,0
1973-130,0,0
1973-131,0,0
1973-132,1,0
1973-133,0,0
1973-134,0,0
1973-135,0,0
1973-136,0,0
1973-137,1,1
1973-138,0,0
1973-139,0,0
1973-140,0,0
1973-141,0,0
1973-142,0,0
1973-143,0,0
1973-144,0,0
1973-145,0,0
1973-146,0,0
1973-147,0,0
1973-148,0,0
1973-149,1,0
1973-150,0,0
1973-151,0,0
1973-152,0,0
1973-153,0,0
1973-154,0,0
1973-155,0,0
1973-156,0,0
1973-157,0,0
1973-158,0,0
1973-159,1,0
1973-160,0,0
1973-161,0,0
1973-162,1,0
1973-163,0,0
1973-164,0,0
1973-165,0,0
1973-166,0,0
1973-167,0,0
1973-168,0,0
1973-169,1,0
1973-170,0,0
1973-171,0,0
1973-172,1,1
1973-173,1,1
1974-001,0,0
1974-002,0,0
1974-003,0,0
1974-004,0,0
1974-005,0,0
1974-006,0,0
1974-007,0,0
1974-008,0,0
1974-009,1,0
1974-010,0,0
1974-011,0,0
1974-012,0,0
1974-013,0,0
1974-014,0,0
1974-015,0,0
1974-016,1,0
1974-017,0,0
1974-018,0,0
1974-019,0,0
1974-020,0,0
1974-021,0,0
1974-022,0,0
1974-023,0,0
1974-024,0,0
1974-025,1,1
1974-026,0,0
1974-027,0,0
1974-028,1,0
1974-029,0,0
1974-030,0,0
1974-031,0,0
1974-032,0,0
1974-033,1,0
1974-034,0,0
1974-035,0,0
1974-036,0,0
1974-037,0,0
1974-038,0,0
1974-039,0,0
1974-040,0,0
1974-041,1,0
1974-042,0,0
1974-043,0,0
1974-044,0,0
1974-045,0,0
1974-046,0,0
1974-047,0,0
1974-048,0,0
1974-049,0,0
1974-050,0,0
1974-051,1,0
1974-052,0,0
1974-053,0,0
1974-054,0,0
1974-055,0,0
1974-056,0,0
1974-057,0,0
1974-058,0,0
1974-059,1,0
1974-060,0,0
1974-061,0,0
1974-062,0,0
1974-063,0,0
1974-064,1,0
1974-065,0,0
1974-066,0,0
1974-067,0,0
1974-068,0,0
1974-069,0,0
1974-070,1,1
1974-071,0,0
1974-072,0,0
1974-073,0,0
1974-074,0,0
1974-075,0,0
1974-076,0,0
1974-077,0,0
1974-078,0,0
1974-079,0,0
1974-080,0,0
1974-081,0,0
1974-082,0,0
1974-083,0,0
1974-084,0,0
1974-085,0,0
1974-086,0,0
1974-087,0,0
1974-088,0,0
1974-089,0,0
1974-090,0,0
1974-091,0,0
1974-092,0,0
1974-093,0,0
1974-094,0,0
1974-095,0,0
1974-096,0,0
1974-098,1,0
1974-099,0,0
1974-100,0,0
1974-101,0,0
1974-102,0,0
1974-103,0,0
1974-104,0,0
1974-105,0,0
1974-106,0,0
1974-107,0,0
1974-108,0,0
1974-109,1,0
1974-110,0,0
1974-111,0,0
1974-112,0,0
1974-113,0,0
1974-114,0,0
1974-115,0,0
1974-116,1,0
1974-117,0,0
1974-118,0,1
1974-119,1,0
1974-120,0,0
1974-121,0,0
1974-122,0,0
1974-123,0,0
1974-124,0,0
1974-125,0,0
1974-126,0,0
1974-127,0,0
1974-128,0,0
1974-129,0,0
1974-130,0,0
1974-131,0,0
1974-132,0,0
1974-133,0,0
1974-134,0,0
1974-135,0,0
1974-136,0,0
1974-137,0,0
1974-138,0,1
1974-139,0,0
1974-140,1,0
1974-141,0,0
1974-142,1,0
1974-143,0,0
1974-144,0,0
1974-145,0,0
1974-146,0,0
1974-147,0,0
1974-148,1,0
1974-149,0,0
1974-150,0,0
1974-151,0,0
1974-152,0,0
1974-153,0,0
1974-154,0,0
1974-155,0,0
1975-001,0,0
1975-002,0,0
1975-003,0,0
1975-004,0,0
1975-005,0,0
1975-006,0,0
1975-007,0,0
1975-008,0,0
1975-009,0,0
1975-010,0,0
1975-011,0,0
1975-012,0,0
1975-013,0,0
1975-014,0,0
1975-015,0,0
1975-016,0,0
1975-017,0,0
1975-018,0,0
1975-019,0,0
1975-020,0,0
1975-021,0,0
1975-022,0,0
1975-023,0,0
1975-024,1,1
1975-025,0,0
1975-026,0,0
1975-027,0,0
1975-028,0,0
1975-029,0,0
1975-030,0,0
1975-031,0,0
1975-032,1,0
1975-033,1,1
1975-034,0,0
1975-035,0,0
1975-036,1,0
1975-037,0,0
1975-038,0,0
1975-039,0,0
1975-040,0,0
1975-041,1,0
1975-043,0,0
1975-044,0,0
1975-045,0,0
1975-046,0,0
1975-047,0,0
1975-048,0,0
1975-049,0,0
1975-050,0,0
1975-051,0,0
1975-052,0,0
1975-053,0,0
1975-054,0,0
1975-055,0,0
1975-056,1,0
1975-057,0,0
1975-058,1,0
1975-059,0,0
1975-060,0,0
1975-061,0,0
1975-062,0,0
1975-063,0,0
1975-064,0,0
1975-065,0,0
1975-066,0,0
1975-067,0,0
1975-068,0,0
1975-069,0,0
1975-070,0,0
1975-071,1,0
1975-072,0,0
1975-073,0,0
1975-074,0,0
1975-075,0,0
1975-076,1,0
1975-077,0,0
1975-078,0,0
1975-079,0,0
1975-080,0,0
1975-081,0,0
1975-082,0,0
1975-083,0,0
1975-084,0,0
1975-085,1,0
1975-086,0,0
1975-087,0,0
1975-088,0,0
1975-089,0,0
1975-090,0,0
1975-091,0,0
1975-092,0,0
1975-093,0,0
1975-094,0,0
1975-095,0,0
1975-096,0,0
1975-097,0,0
1975-098,1,0
1975-099,0,0
1975-100,0,0
1975-101,0,0
1975-102,0,0
1975-103,0,0
1975-104,0,0
1975-105,0,0
1975-106,0,0
1975-107,0,0
1975-108,1,0
1975-109,0,0
1975-110,0,0
1975-111,0,0
1975-112,0,0
1975-113,1,1
1975-114,0,0
1975-115,0,0
1975-116,0,0
1975-117,0,0
1975-118,0,0
1975-119,0,0
1975-120,0,0
1975-121,0,0
1975-122,0,0
1975-123,0,0
1975-124,0,0
1975-125,0,0
1975-126,0,0
1975-127,0,0
1975-128,0,0
1975-129,0,0
1975-130,0,0
1975-131,0,0
1975-132,0,0
1975-133,1,0
1975-134,0,0
1975-135,0,0
1975-136,0,0
1975-137,0,0
1975-138,0,0
1975-139,0,0
1975-140,1,0
1975-141,0,0
1975-142,0,0
1975-143,1,1
1975-144,0,0
1975-145,0,0
1975-146,1,0
1975-147,0,0
1975-148,0,0
1975-149,0,0
1975-150,1,1
1975-151,0,0
1975-152,0,0
1975-153,0,0
1975-154,1,0
1975-155,0,0
1975-156,0,0
1975-157,0,0
1975-158,0,1
1975-159,0,0
1975-160,1,1
1975-161,0,0
1975-162,0,0
1975-163,1,0
1975-164,0,0
1975-165,0,0
1975-166,1,1
1975-167,0,0
1975-168,0,0
1975-169,0,0
1975-170,1,0
1975-171,0,0
1975-172,0,0
1975-173,1,1
1975-174,1,1
1975-175,1,1
1975-176,1,1
1975-177,1,1
1975-178,0,0
1975-179,0,0
1975-180,0,0
1975-181,1,1
1975-182,0,0
1975-183,0,0
1976-001,0,0
1976-002,0,0
1976-003,0,0
1976-004,0,0
1976-005,0,0
1976-006,0,0
1976-007,0,0
1976-008,0,0
1976-009,0,0
1976-010,0,0
1976-011,0,0
1976-012,0,0
1976-013,0,0
1976-014,0,0
1976-015,0,0
1976-016,0,0
1976-017,0,0
1976-018,0,0
1976-019,0,0
1976-020,1,0
1976-021,0,0
1976-022,0,0
1976-023,0,0
1976-024,1,0
1976-025,0,1
1976-026,0,0
1976-027,0,0
1976-028,1,1
1976-029,0,0
1976-030,0,0
1976-031,0,0
1976-032,0,0
1976-033,0,0
1976-034,0,0
1976-035,0,0
1976-036,0,0
1976-037,0,0
1976-038,0,0
1976-039,0,0
1976-040,0,0
1976-041,0,0
1976-042,0,0
1976-043,0,0
1976-044,0,0
1976-045,0,0
1976-046,0,0
1976-047,0,0
1976-048,0,0
1976-049,0,0
1976-050,0,0
1976-051,0,0
1976-052,0,0
1976-053,0,0
1976-054,0,0
1976-055,0,0
1976-056,1,0
1976-057,0,0
1976-058,0,0
1976-059,1,1
1976-060,0,0
1976-061,1,0
1976-062,0,0
1976-063,0,0
1976-064,1,1
1976-065,0,0
1976-066,0,0
1976-067,0,0
1976-068,0,0
1976-069,0,0
1976-070,0,0
1976-071,0,0
1976-073,0,0
1976-074,1,0
1976-075,0,0
1976-076,0,0
1976-077,0,0
1976-078,0,0
1976-079,0,0
1976-080,0,0
1976-081,0,0
1976-082,0,0
1976-083,0,0
1976-084,0,0
1976-085,1,0
1976-086,0,0
1976-087,0,0
1976-088,0,0
1976-089,0,0
1976-090,0,0
1976-091,0,0
1976-092,0,0
1976-093,0,0
1976-094,1,0
1976-095,0,0
1976-096,1,0
1976-097,0,0
1976-098,0,0
1976-099,0,0
1976-100,0,0
1976-101,0,0
1976-102,0,0
1976-103,0,0
1976-104,0,0
1976-105,0,0
1976-106,0,0
1976-107,0,0
1976-108,0,0
1976-109,0,0
1976-110,0,0
1976-111,0,0
1976-112,1,0
1976-113,0,0
1976-114,0,0
1976-115,0,0
1976-116,0,0
1976-117,0,0
1976-118,0,0
1976-119,0,0
1976-120,0,0
1976-121,0,0
1976-122,0,0
1976-123,1,0
1976-124,0,0
1976-125,0,0
1976-126,0,0
1976-127,0,0
1976-128,0,0
1976-129,0,0
1976-130,0,0
1976-131,0,0
1976-132,0,0
1976-133,0,0
1976-134,0,0
1976-135,0,0
1976-136,0,0
1976-137,0,0
1976-138,0,0
1976-139,0,0
1976-140,0,0
1976-141,0,0
1976-142,0,0
1976-143,0,0
1976-144,0,0
1976-145,0,0
1976-146,0,0
1976-147,0,0
1976-148,0,0
1976-149,0,0
1976-150,0,0
1976-151,0,0
1976-152,0,0
1976-153,0,0
1976-154,1,0
1976-155,1,0
1976-156,0,0
1976-157,0,0
1976-158,0,0
1976-159,0,0
1976-160,0,0
1976-161,0,0
1976-162,0,0
1976-163,0,0
1976-164,0,0
1976-165,0,0
1976-166,0,0
1976-167,0,0
1976-171,1,0
1976-172,0,0
1976-173,0,0
1976-174,1,0
1976-175,0,0
1976-176,1,0
1976-177,0,0
1976-178,1,1
1976-179,0,0
1976-180,0,0
1976-181,0,0
1976-182,0,0
1976-183,0,0
1977-001,0,0
1977-002,0,0
1977-003,0,0
1977-004,0,0
1977-005,0,0
1977-006,0,0
1977-007,0,0
1977-008,0,0
1977-009,0,0
1977-010,0,0
1977-011,0,0
1977-012,0,0
1977-013,0,0
1977-014,1,0
1977-015,0,0
1977-016,1,0
1977-017,0,0
1977-018,0,0
1977-019,0,0
1977-020,0,0
1977-021,0,0
1977-022,0,0
1977-023,0,0
1977-024,0,0
1977-025,0,0
1977-026,0,0
1977-027,0,0
1977-028,1,0
1977-029,0,0
1977-030,0,0
1977-031,0,0
1977-032,0,0
1977-033,0,0
1977-034,0,0
1977-035,0,0
1977-036,0,0
1977-037,0,0
1977-038,0,0
1977-039,0,0
1977-040,0,0
1977-041,0,0
1977-042,0,0
1977-043,0,0
1977-044,0,0
1977-045,0,0
1977-047,1,0
1977-048,0,0
1977-049,0,0
1977-050,0,1
1977-051,0,0
1977-052,0,0
1977-053,0,0
1977-054,0,0
1977-055,0,0
1977-056,0,0
1977-057,0,0
1977-058,0,0
1977-059,0,0
1977-060,0,0
1977-061,0,0
1977-062,0,0
1977-063,1,0
1977-064,0,0
1977-065,0,0
1977-066,1,0
1977-067,0,0
1977-068,0,0
1977-069,0,0
1977-070,1,0
1977-072,0,0
1977-073,1,1
1977-074,0,0
1977-075,0,0
1977-076,0,0
1977-077,0,0
1977-078,0,0
1977-079,0,0
1977-080,0,0
1977-081,0,0
1977-082,0,0
1977-083,0,0
1977-084,0,0
1977-085,0,0
1977-086,0,0
1977-087,0,0
1977-088,1,0
1977-089,0,0
1977-090,0,0
1977-091,0,0
1977-092,1,0
1977-093,1,0
1977-094,0,0
1977-095,0,0
1977-096,0,0
1977-097,0,0
1977-098,1,1
1977-099,0,0
1977-100,0,0
1977-101,0,0
1977-102,0,0
1977-103,0,1
1977-104,0,0
1977-105,0,0
1977-106,1,0
1977-107,0,0
1977-108,0,0
1977-109,0,0
1977-110,0,0
1977-111,0,0
1977-112,0,0
1977-113,0,0
1977-114,0,0
1977-115,1,0
1977-116,0,0
1977-117,0,0
1977-118,0,0
1977-119,0,0
1977-120,0,0
1977-121,0,0
1977-122,0,0
1977-123,0,0
1977-124,0,0
1977-125,1,0
1977-126,0,0
1977-127,0,0
1977-128,0,0
1977-129,0,0
1977-130,0,0
1977-131,0,0
1977-132,0,0
1977-133,0,0
1977-134,1,0
1977-135,0,0
1977-136,0,0
1977-137,0,0
1977-138,0,0
1977-139,0,0
1977-140,0,0
1977-141,1,0
1977-142,0,0
1977-143,0,0
1977-144,0,0
1977-145,0,0
1977-146,0,0
1977-147,1,1
1977-149,0,0
1977-150,0,1
1977-151,0,0
1977-152,0,0
1977-153,0,0
1977-154,0,0
1977-155,0,0
1977-156,0,0
1977-157,1,0
1977-158,0,0
1978-001,0,0
1978-002,0,0
1978-003,0,0
1978-004,0,0
1978-005,0,0
1978-006,0,0
1978-007,0,0
1978-008,0,0
1978-009,0,0
1978-010,0,0
1978-011,0,0
1978-012,0,0
1978-013,0,0
1978-014,0,0
1978-015,0,0
1978-016,0,0
1978-017,0,0
1978-018,0,0
1978-019,0,0
1978-020,0,0
1978-021,0,0
1978-022,0,0
1978-023,0,0
1978-024,0,0
1978-025,0,0
1978-026,0,0
1978-027,0,0
1978-028,0,0
1978-029,0,0
1978-030,0,0
1978-031,0,0
1978-032,0,0
1978-033,0,0
1978-034,0,0
1978-035,0,0
1978-036,0,0
1978-037,0,0
1978-038,0,0
1978-039,0,0
1978-040,0,0
1978-041,0,0
1978-042,0,0
1978-043,0,0
1978-044,0,0
1978-045,0,0
1978-046,0,0
1978-047,0,0
1978-048,0,0
1978-049,1,1
1978-050,0,0
1978-051,0,0
1978-052,0,0
1978-053,0,0
1978-054,0,0
1978-055,0,0
1978-056,0,0
1978-057,0,0
1978-058,0,0
1978-059,0,0
1978-060,0,0
1978-061,1,0
1978-062,0,0
1978-063,0,0
1978-064,0,0
1978-065,1,0
1978-066,0,0
1978-067,1,0
1978-068,0,0
1978-069,0,0
1978-070,1,0
1978-071,0,0
1978-072,0,0
1978-073,0,0
1978-074,0,1
1978-075,0,0
1978-076,1,0
1978-077,0,0
1978-078,1,0
1978-079,0,0
1978-080,0,0
1978-081,0,0
1978-082,0,0
1978-083,0,0
1978-084,0,0
1978-085,0,0
1978-086,0,0
1978-087,0,0
1978-088,0,0
1978-089,0,0
1978-090,0,0
1978-091,0,0
1978-092,0,0
1978-093,0,0
1978-094,1,0
1978-095,0,0
1978-096,0,0
1978-097,0,0
1978-098,0,0
1978-099,0,0
1978-100,0,0
1978-101,0,0
1978-102,0,0
1978-103,0,0
1978-104,0,0
1978-105,0,0
1978-106,0,0
1978-107,0,0
1978-108,0,0
1978-109,0,0
1978-110,0,0
1978-111,0,0
1978-112,0,1
1978-113,1,0
1978-114,0,0
1978-115,0,0
1978-116,0,0
1978-117,0,0
1978-118,0,0
1978-119,1,0
1978-120,0,0
1978-121,0,0
1978-122,0,0
1978-123,1,1
1978-124,0,0
1978-125,0,0
1978-126,0,0
1978-127,1,0
1978-128,0,0
1978-129,1,0
1978-130,0,0
1978-131,0,0
1978-132,0,0
1978-133,0,0
1978-134,0,0
1978-135,0,0
1978-136,0,0
1978-137,0,0
1978-138,0,0
1978-139,0,0
1978-140,0,0
1978-141,1,0
1978-142,0,0
1978-143,1,1
1978-144,0,0
1978-145,1,0
1978-146,0,0
1978-147,1,1
1978-148,0,0
1978-149,0,0
1978-150,0,0
1978-151,0,0
1978-152,1,1
1978-153,1,1
1978-154,0,0
1978-155,0,0
1978-157,0,0
1978-158,0,0
1978-159,0,0
1978-160,0,0
1978-161,0,0
1979-001,0,0
1979-002,0,0
1979-003,0,0
1979-004,0,0
1979-005,0,0
1979-006,0,0
1979-007,0,0
1979-008,0,0
1979-009,0,0
1979-010,0,0
1979-011,0,0
1979-012,0,0
1979-013,0,0
1979-014,0,0
1979-015,0,0
1979-016,0,0
